character	initial	final	tone	roman	emc-entry
㜉	qj	ug	0	qjùg	0
㜊	ṭ	in	1	ṭín	1
㜋	q	ig	3	qik	0
㜌	n	rv	1	nắv	0
㜍	d	og	0	dòg	0
㜎	h	rj	0	hằj	1
㜏	v	rn	0	vằn	0
㜐	ẓ	y	2	ẓy	0
㜑	b	o	0	bò	0
㜒	g	rj	2	gӑj	0
㜓	t	am	3	tap	1
㜔	k	ig	1	kíg	0
㜕	l	in	0	lìn	0
㜖	ḍ	u	0	ḍù	0
㜗	ŧx	am	0	ŧxàm	3
㜘	ŧ	e	0	ŧè	1
㜙	l	ug	3	luk	0
㜚	ṣ	ug	3	ṣuk	0
㜛		yn	1	ýn	0
㜜	g	u	2	gu	0
㜝	g	om	1	góm	1
㜞	ṭx	im	2	ṭxim	0
㜟	x	am	2	xam	0
㜠	ṭx	ơj	0	ṭxờj	0
㜡	ṭx	ug	0	ṭxùg	0
㜢	l	y	1	lý	1
㜣	ṇ	in	0	ṇìn	3
㜤	n	im	1	ním	2
㜥	m	aj	0	màj	0
㜦	ḍ	rm	0	ḍằm	0
㜧	q	yn	3	qyt	0
㜨	n	aj	0	nàj	0
㜩	q	u	2	qu	0
㜪	ṣ	rn	0	ṣằn	1
㜫	m	ej	1	méj	0
㜬	t	am	0	tàm	0
㜭	t	og	0	tòg	0
㜮	l	am	2	lam	1
㜯	x	ej	0	xèj	0
㜰	j	og	3	jok	2
㜱	ṭ	rn	3	ṭӑt	0
㜲		ig	0	ìg	1
㜳	hv	aj	0	hvàj	1
㜴	m	rg	2	mӑg	0
㜵	n	iv	1	nív	1
㜶	m	in	1	mín	0
㜷	n	aj	1	náj	1
㜸	g	in	3	git	1
㜸	g	im	3	gip	1
㜹	c	ơj	0	cờj	0
㜺	ŧ	an	1	ŧán	2
㜻	ql	yn	1	qlýn	0
㜼	ḍ	rn	3	ḍӑt	0
㜽	ŧ	i	1	ŧí	1
㜾	h	aj	0	hàj	0
㜿	ḍ	ơj	2	ḍơj	0
㝀	x	u	1	xú	0
㝁	x	yn	0	xỳn	0
㝂	ṭ	rj	2	ṭӑj	1
㝃	m	in	1	mín	2
㝄	ẓ	on	0	ẓòn	0
㝅	k	rv	2	kӑv	2
㝆	x	ej	1	xéj	0
㝇	ẓ	on	0	ẓòn	0
㝈	l	yn	0	lỳn	2
㝊	ṣ	rv	1	ṣắv	0
㝋	l	iv	0	lìv	0
㝌	k	rv	2	kӑv	2
㝍	ṣ	e	1	ṣé	0
㝎	d	ig	2	dig	0
㝏	k	aj	2	kaj	1
㝐	j	ug	0	jùg	1
㝑	b	og	0	bòg	0
㝒	k	ơj	0	kờj	0
㝓	x	rm	3	xӑp	0
㝔	q	iv	1	qív	0
㝔	q	iv	2	qiv	0
㝕	n	ig	0	nìg	0
㝖	g	i	0	gì	1
㝗	l	og	0	lòg	2
㝗	l	og	2	log	2
㝘	j	ug	0	jùg	0
㝙	j	rn	0	jằn	0
㝚		in	0	ìn	0
㝛	ṣ	ug	3	ṣuk	0
㝛	ṣ	rv	2	ṣӑv	0
㝜	ṣ	ig	3	ṣik	0
㝝	l	rm	0	lằm	0
㝞	q	a	0	qà	1
㝟	m	u	2	mu	0
㝠	m	ig	0	mìg	0
㝠	m	ig	1	míg	0
㝡	ṭ	ơj	2	ṭơj	0
㝢		y	1	ý	1
㝣	q	rj	2	qӑj	2
㝤	k	rv	2	kӑv	1
㝥	m	rj	0	mằj	0
㝦	ṭ	on	2	ṭon	0
㝧	qv	rn	1	qvắn	0
㝨		yn	0	ỳn	0
㝩	x	oj	0	xòj	2
㝩	x	og	0	xòg	2
㝪	t	im	2	tim	2
㝫	l	ug	0	lùg	0
㝬		u	0	ù	0
㝭	ṣ	ig	1	ṣíg	0
㝮	ṭx	ơj	2	ṭxơj	0
㝯	c	iv	0	cìv	1
㝰	m	in	0	mìn	1
㝱	m	ug	2	mug	1
㝱	m	ug	0	mùg	1
㝲	ṭx	rm	1	ṭxắm	0
㝳	ṣ	rm	0	ṣằm	0
㝴		yn	0	ỳn	0
㝵	t	rg	3	tӑk	0
㝶	t	rg	3	tӑk	0
㝷	ḍ	rm	0	ḍằm	0
㝸	b	in	2	bin	0
㝹	n	rv	0	nằv	0
㝺	l	im	0	lìm	0
㝻	k	rn	1	kắn	1
㝼	q	y	0	qỳ	1
㝽	ṣ	ơj	1	ṣớj	0
㝾	ŧ	o	1	ŧó	2
㝿	p	rj	0	pằj	1
㝿	p	o	1	pó	1
㝿	p	ej	2	pej	1
㞀	f	uj	0	fùj	0
㞁		iv	2	iv	1
㞂	tx	uj	1	txúj	1
㞃	cx	eg	3	cxek	0
㞄	q	om	0	qòm	2
㞅	l	o	2	lo	0
㞆	k	i	1	kí	2
㞇	q	uj	1	qúj	1
㞈	p	un	3	put	0
㞉	ṭ	an	3	ṭat	0
㞊	ṣ	on	3	ṣot	0
㞋	qn	in	1	qnín	1
㞌	j	rn	2	jӑn	0
㞍		yn	0	ỳn	0
㞎	p	a	1	pá	0
㞏	ḍ	am	3	ḍap	1
㞐	k	ơj	0	kờj	0
㞐	k	ej	0	kèj	0
㞑	m	ej	1	méj	0
㞒	q	rj	2	qӑj	1
㞒	x	ej	2	xej	1
㞓	x	i	2	xi	1
㞔		ej	0	èj	0
㞕	s	in	3	sit	1
㞖	ṭx	ej	0	ṭxèj	0
㞗	c	rv	0	cằv	0
㞗	k	rv	0	kằv	0
㞘	t	ug	3	tuk	0
㞙	n	iv	2	niv	1
㞚	ṭx	rm	3	ṭxӑp	3
㞛	k	i	1	kí	1
㞜	tx	uj	0	txùj	1
㞝	ṭx	ig	3	ṭxik	0
㞞	ẓ	ug	0	ẓùg	0
㞞	ḍ	ug	0	ḍùg	0
㞟	d	in	2	din	2
㞠	l	iv	0	lìv	0
㞡	ṭ	in	1	ṭín	1
㞢	ṭ	i	0	ṭì	1
㞣	fx	rn	0	fxằn	2
㞤	j	rm	0	jằm	0
㞥	ẓ	rm	0	ẓằm	1
㞦	k	i	1	kí	1
㞧		uj	2	uj	0
㞨	ṭ	ej	1	ṭéj	0
㞩	l	am	0	làm	0
㞪	n	u	0	nù	0
㞫	ṭ	rv	1	ṭắv	0
㞬	qj	rn	1	qjắn	0
㞭	d	aj	2	daj	0
㞮	g	rj	0	gằj	0
㞯	x	ej	1	xéj	0
㞰	x	ơj	1	xớj	0
㞱	ṣ	ug	0	ṣùg	0
㞲	j	ug	2	jug	0
㞳	t	rv	1	tắv	0
㞴	ḍ	ej	0	ḍèj	0
㞵	tx	u	0	txù	0
㞶	m	rn	0	mằn	0
㞷	v	og	0	vòg	1
㞸	ṣ	ơj	2	ṣơj	0
㞹	x	o	1	xó	0
㞺	ḍ	ug	3	ḍuk	0
㞻	h	u	2	hu	0
㞼	ẓ	ig	0	ẓìg	0
㞽	x	yn	3	xyt	1
㞾	n	ej	0	nèj	0
㞿	c	ej	0	cèj	0
㟀	l	in	0	lìn	0
㟁	g	on	2	gon	0
㟂	m	u	1	mú	0
㟃	ṣ	ej	0	ṣèj	0
㟄	ḍ	ơg	0	ḍờg	0
㟅	g	og	0	gòg	3
㟇	ṭ	o	2	ṭo	0
㟈	c	rv	0	cằv	0
㟉	l	u	0	lù	1
㟊	w	rv	0	wằv	0
㟋	d	uj	2	duj	1
㟌	m	og	0	mòg	1
㟍	l	og	0	lòg	1
㟎	tx	o	1	txó	2
㟏	h	om	0	hòm	1
㟐	m	og	1	móg	2
㟑	b	un	3	but	0
㟒	kxv	rn	0	kxvằn	0
㟓	c	ej	0	cèj	0
㟔	h	rm	0	hằm	0
㟕	k	iv	2	kiv	0
㟖	l	ug	2	lug	0
㟗	p	rn	0	pằn	0
㟘	d	iv	0	dìv	0
㟙	ḍ	ag	3	ḍak	0
㟚	c	ej	0	cèj	0
㟛	đ	am	2	đam	1
㟜	m	ej	0	mèj	0
㟝	b	uj	0	bùj	0
㟞	ḍ	an	2	ḍan	1
㟟	h	og	2	hog	0
㟠	k	og	0	kòg	0
㟡	cv	ej	1	cvéj	0
㟢	kx	ej	0	kxèj	0
㟣	ṣ	ug	0	ṣùg	0
㟤	l	ug	3	luk	0
㟦	v	rn	2	vӑn	0
㟧	g	og	3	gok	0
㟨	t	yn	0	tỳn	0
㟩	m	rn	0	mằn	0
㟪	qv	i	2	qvi	1
㟫	ḍ	yn	0	ḍỳn	0
㟬	ṣ	rv	1	ṣắv	0
㟭	m	rn	0	mằn	0
㟮	d	rn	3	dӑt	0
㟯	g	ag	3	gak	0
㟰	m	ig	1	míg	0
㟱		iv	1	ív	0
㟲		yn	0	ỳn	0
㟳	l	on	3	lot	1
㟴	f	aj	2	faj	0
㟵	k	og	0	kòg	0
㟶		yn	0	ỳn	0
㟷	t	an	3	tat	0
㟸	k	u	0	kù	0
㟹	l	u	0	lù	0
㟺	l	rv	1	lắv	1
㟻	ṭx	im	2	ṭxim	0
㟼	g	u	2	gu	0
㟽	p	iv	1	pív	1
㟾	j	ug	0	jùg	1
㟿	qm	rg	2	qmӑg	0
㠀	t	u	1	tú	1
㠁	ṭx	rm	0	ṭxằm	0
㠁	ṭx	am	0	ṭxàm	0
㠂	g	u	2	gu	0
㠃	t	ig	3	tik	0
㠄	ḍ	am	3	ḍap	0
㠅	w	ug	3	wuk	0
㠆	t	an	0	tàn	1
㠇	đ	rv	2	đӑv	1
㠈	j	on	2	jon	0
㠉	d	ug	0	dùg	0
㠊	x	y	0	xỳ	1
㠋	g	og	3	gok	0
㠌	kx	rj	0	kxằj	0
㠍	ŧx	rm	3	ŧxӑp	1
㠎	ḍ	am	3	ḍap	0
㠏	v	a	0	và	0
㠐	c	iv	2	civ	1
㠑	đ	uj	2	đuj	2
㠒	p	iv	1	pív	1
㠓	m	ug	0	mùg	0
㠔	p	aj	2	paj	1
㠕	g	rj	0	gằj	0
㠖	g	rj	1	gắj	1
㠗	q	u	2	qu	0
㠘	ḍ	ơj	2	ḍơj	0
㠙	h	u	0	hù	0
㠚	d	ơj	2	dơj	0
㠛	v	ag	3	vak	1
㠜		ig	3	ik	0
㠝	ḍ	yn	0	ḍỳn	0
㠞	ṭ	ig	0	ṭìg	0
㠟	l	rj	0	lằj	0
㠠	l	y	0	lỳ	1
㠡	n	iv	1	nív	0
㠢	hv	aj	0	hvàj	1
㠣	l	ig	3	lik	0
㠤	ṣ	ơg	0	ṣờg	0
㠥	l	on	3	lot	1
㠦	fx	ug	0	fxùg	1
㠧	m	ej	1	méj	0
㠨	qv	rn	3	qvӑt	0
㠩	f	og	0	fòg	0
㠪	c	ơj	2	cơj	0
㠫	w	an	0	wàn	0
㠬	x	rv	1	xắv	0
㠭	ṭ	in	1	ṭín	1
㠮	px	ug	0	pxùg	0
㠯		i	1	í	1
㠰	k	a	0	kà	0
㠱	c	ej	2	cej	0
㠲	p	ej	1	péj	0
㠳	j	rm	3	jӑp	0
㠴	ṇ	rn	2	ṇӑn	1
㠵	xv	og	0	xvòg	1
㠶	w	an	0	wàn	0
㠷	k	om	3	kop	1
㠸	f	u	0	fù	1
㠹	k	aj	2	kaj	1
㠺	ṣ	a	0	ṣà	1
㠻	x	ej	0	xèj	0
㠼	ṣ	ej	0	ṣèj	0
㠽	d	ug	0	dùg	1
㠾	q	yn	0	qỳn	1
㠿	ŧ	i	0	ŧì	1
㡀	b	rj	2	bӑj	1
㡁	kxv	a	1	kxvá	1
㡂	l	rj	2	lӑj	0
㡃	f	og	0	fòg	0
㡄	ṣ	on	0	ṣòn	0
㡅	n	o	1	nó	1
㡆	xv	og	0	xvòg	1
㡇	ṭ	im	3	ṭip	3
㡈	m	rn	2	mӑn	0
㡉	k	in	0	kìn	1
㡊	x	rm	3	xӑp	1
㡋	q	im	3	qip	1
㡌	m	u	2	mu	0
㡌	qm	u	1	qmú	0
㡍	m	og	3	mok	0
㡏	ṣ	y	0	ṣỳ	2
㡐	ṭ	in	0	ṭìn	0
㡑	ŧx	iv	0	ŧxìv	2
㡒	ṭ	on	0	ṭòn	3
㡓	kv	rn	0	kvằn	1
㡔	m	u	2	mu	3
㡕	qj	og	0	qjòg	0
㡖	ḍ	og	0	ḍòg	0
㡗	d	rj	0	dằj	2
㡘	l	im	0	lìm	1
㡙	p	rj	0	pằj	1
㡚	kx	rv	0	kxằv	0
㡛	m	og	0	mòg	0
㡛	f	og	0	fòg	0
㡜	s	in	3	sit	3
㡝	w	ug	2	wug	1
㡞	l	rv	0	lằv	0
㡟	ŧ	u	0	ŧù	2
㡠	ṭ	ig	2	ṭig	0
㡡	ḍ	y	0	ḍỳ	0
㡡	ḍ	ơj	0	ḍờj	0
㡢	m	an	2	man	0
㡣	l	ug	0	lùg	0
㡤		im	3	ip	0
㡥	qj	rn	2	qjӑn	1
㡦	px	rn	0	pxằn	0
㡧	ṭ	ig	2	ṭig	1
㡨	ŧ	im	0	ŧìm	2
㡩	l	yn	0	lỳn	0
㡪	f	rn	0	fằn	0
㡫	q	rj	2	qӑj	0
㡬	k	ej	1	kéj	0
㡭	k	rj	2	kӑj	0
㡮	c	rn	3	cӑt	0
㡯	ḍ	ag	3	ḍak	1
㡰		y	1	ý	0
㡱	k	rv	2	kӑv	0
㡲	hv	an	0	hvàn	1
㡳	ṭ	ej	1	ṭéj	0
㡴	l	am	3	lap	0
㡵	l	ig	0	lìg	0
㡶	ṭ	ej	1	ṭéj	0
㡷	p	un	1	pún	1
㡸	ḍ	a	2	ḍa	0
㡹	ŧx	i	2	ŧxi	1
㡺	t	an	2	tan	1
㡻	l	iv	2	liv	0
㡼		i	2	i	1
㡽	ḍ	iv	2	ḍiv	0
㡾	h	an	2	han	0
㡿	ṭx	ig	3	ṭxik	1
㢀	ŧx	i	2	ŧxi	1
㢁	ṭx	i	1	ṭxí	1
㢂	g	im	1	gím	1
㢃	l	og	0	lòg	0
㢄	d	rv	2	dӑv	0
㢅	l	ug	2	lug	1
㢆	ḍ	in	0	ḍìn	0
㢇		in	0	ìn	0
㢈	d	uj	0	dùj	1
㢉	ḍ	a	0	ḍà	0
㢊	q	rj	1	qắj	1
㢋	ṭx	i	1	ṭxí	1
㢌	q	a	2	qa	0
㢍	q	ig	1	qíg	0
㢎	ṭ	im	3	ṭip	0
㢏	d	rv	0	dằv	1
㢐	qv	a	0	qvà	0
㢑	d	ơj	0	dờj	0
㢒	ḍ	a	0	ḍà	1
㢓	ṭ	ơg	2	ṭơg	1
㢔	ŧ	ug	1	ŧúg	1
㢕	qj	ug	0	qjùg	0
㢖	px	un	0	pxùn	1
㢗	x	iv	2	xiv	1
㢘	l	im	0	lìm	0
㢙	c	rn	0	cằn	0
㢚	l	u	1	lú	2
㢛		im	2	im	0
㢜	kx	og	1	kxóg	0
㢝	s	u	0	sù	1
㢞		ig	3	ik	0
㢟	ṭx	in	0	ṭxìn	2
㢠	kv	ig	1	kvíg	0
㢡	ŧ	ơg	1	ŧớg	1
㢢	b	rj	2	bӑj	0
㢣	c	ig	0	cìg	0
㢤	ṭ	oj	0	ṭòj	0
㢥	d	ug	2	dug	0
㢦	k	o	0	kò	0
㢧	k	yn	1	kýn	0
㢨	h	on	2	hon	1
㢩	t	ig	3	tik	0
㢪	q	u	0	qù	2
㢫	ṣ	an	0	ṣàn	0
㢬	v	rg	0	vằg	0
㢭	tx	u	0	txù	0
㢮	ḍ	ej	0	ḍèj	0
㢯	t	on	0	tòn	1
㢰	b	i	2	bi	1
㢱	n	ej	0	nèj	0
㢲	ṣ	on	2	ṣon	0
㢳	l	u	0	lù	0
㢴	ṣ	rj	0	ṣằj	0
㢵	x	im	3	xip	1
㢶	b	rn	3	bӑt	0
㢷	ṣ	ơj	2	ṣơj	0
㢸	b	rn	3	bӑt	1
㢹	ṣ	rn	0	ṣằn	0
㢺		in	0	ìn	0
㢻	j	oj	2	joj	1
㢼	p	in	3	pit	1
㢽	n	ej	2	nej	0
㢾	k	yn	2	kyn	1
㢿	h	rv	0	hằv	0
㣀	ṭ	rn	2	ṭӑn	0
㣁	b	i	2	bi	1
㣂	g	ag	3	gak	1
㣃	j	ug	3	juk	0
㣄	c	ơj	0	cờj	0
㣅	đ	am	2	đam	1
㣆	m	i	0	mì	1
㣇	d	rj	2	dӑj	2
㣈	s	i	2	si	1
㣉	k	ug	0	kùg	0
㣊	m	rn	0	mằn	0
㣋	t	an	0	tàn	0
㣌	ṣ	am	2	ṣam	1
㣍	d	oj	0	dòj	0
㣎	m	ug	3	muk	1
㣏	ḍ	ig	2	ḍig	0
㣐	p	in	2	pin	0
㣑	j	ug	0	jùg	1
㣒	ṭx	ig	2	ṭxig	0
㣓	ṭx	an	2	ṭxan	0
㣔	t	ig	0	tìg	0
㣕	d	aj	2	daj	0
㣖	tx	aj	2	txaj	0
㣗		u	2	u	0
㣘	kx	ơj	0	kxờj	0
㣙	d	ig	3	dik	1
㣚	tx	ug	1	txúg	0
㣛	tx	am	3	txap	0
㣜		ig	0	ìg	0
㣝	s	ug	0	sùg	1
㣞	d	yn	3	dyt	0
㣟	x	rn	3	xӑt	1
㣠	tx	u	0	txù	0
㣡	ḍ	ug	2	ḍug	0
㣢	d	rj	0	dằj	0
㣣	ṣ	im	2	ṣim	0
㣤	đ	in	1	đín	1
㣥	ḍ	i	2	ḍi	1
㣦	qv	ej	0	qvèj	0
㣧	j	rn	2	jӑn	0
㣨	k	u	0	kù	0
㣩	l	rm	0	lằm	0
㣪		un	2	un	0
㣫	ṭ	ug	1	ṭúg	1
㣬	ṭx	rm	3	ṭxӑp	0
㣭	ŧ	ug	0	ŧùg	1
㣮	n	am	0	nàm	0
㣯	ṣ	in	3	ṣit	0
㣰	ṣ	rn	3	ṣӑt	0
㣱	ḍ	ag	3	ḍak	1
㣲	m	ej	0	mèj	0
㣳	m	u	0	mù	0
㣴	v	og	0	vòg	0
㣵	tx	an	3	txat	0
㣶	ṭ	an	0	ṭàn	1
㣷	n	ig	2	nig	0
㣸	j	oj	2	joj	0
㣹	q	ig	2	qig	0
㣺	ṣ	rm	0	ṣằm	0
㣻	g	aj	2	gaj	1
㣼	qj	rn	1	qjắn	0
㣽	ṣ	y	2	ṣy	0
㣾	ṭx	a	2	ṭxa	0
㣿	ṭ	ơg	3	ṭơk	3
㤀	m	og	0	mòg	0
㤁	tx	im	1	txím	0
㤂	k	rm	3	kӑp	0
㤃	f	og	0	fòg	0
㤄	px	uj	2	pxuj	4
㤅	q	oj	2	qoj	1
㤆	fx	an	2	fxan	1
㤇	q	u	2	qu	1
㤈	ṭx	rm	2	ṭxӑm	0
㤉	kx	a	0	kxà	1
㤊	h	av	2	hav	2
㤋	f	rn	0	fằn	0
㤌	k	rm	0	kằm	0
㤍	x	av	0	xàv	1
㤎	k	o	0	kò	1
㤏	t	ug	1	túg	1
㤐	tx	im	3	txip	0
㤑	qj	rv	0	qjằv	0
㤒	k	u	0	kù	1
㤓	b	rn	2	bӑn	0
㤔	w	u	2	wu	0
㤕	ṭx	on	3	ṭxot	2
㤗	tx	aj	2	txaj	0
㤙	qj	rn	0	qjằn	0
㤚	h	og	0	hòg	0
㤛	j	rm	2	jӑm	0
㤜	ẓ	on	3	ẓot	0
㤝	ṭx	ug	0	ṭxùg	1
㤞	ṭx	a	2	ṭxa	1
㤞	d	og	3	dok	1
㤟	x	ug	1	xúg	0
㤠	l	in	3	lit	1
㤡	l	rj	2	lӑj	0
㤢	qj	ug	3	qjuk	0
㤣	px	ag	0	pxàg	0
㤤		y	0	ỳ	0
㤥	h	oj	2	hoj	1
㤦	l	ej	2	lej	0
㤧	h	rv	0	hằv	0
㤨	k	ug	1	kúg	1
㤩	kx	og	3	kxok	1
㤪	q	yn	2	qyn	0
㤫	t	rg	3	tӑk	0
㤬	v	ej	2	vej	0
㤮	kv	og	2	kvog	2
㤯	kv	ig	1	kvíg	0
㤰	ṭ	og	3	ṭok	0
㤰	ḍ	og	3	ḍok	0
㤱	fx	u	2	fxu	2
㤲	x	im	3	xip	1
㤳	p	uj	1	púj	0
㤴	ṭx	im	3	ṭxip	2
㤵	ḍ	ej	0	ḍèj	0
㤶	m	og	0	mòg	0
㤷	x	rm	0	xằm	0
㤸	x	ig	3	xik	1
㤹	c	rv	0	cằv	0
㤺	f	og	0	fòg	0
㤻	d	ug	0	dùg	1
㤼	k	im	3	kip	0
㤾	s	am	2	sam	1
㤿	q	im	0	qìm	2
㥀	ḍ	ig	3	ḍik	0
㥁	t	rg	3	tӑk	1
㥂	tx	ig	3	txik	1
㥃	m	un	2	mun	0
㥄	l	ig	0	lìg	1
㥅	ẓ	rv	2	ẓӑv	0
㥆	tx	uj	2	txuj	2
㥇	ḍ	an	0	ḍàn	0
㥈	d	im	3	dip	1
㥉	ṭx	rj	2	ṭxӑj	0
㥊	b	rg	0	bằg	1
㥋	q	i	0	qì	2
㥌	k	ug	3	kuk	1
㥍	c	ej	2	cej	0
㥎	l	ej	0	lèj	0
㥏	d	in	1	dín	1
㥏	tx	in	1	txín	1
㥐	q	yn	2	qyn	0
㥑	qj	rv	0	qjằv	0
㥒	ŧx	oj	1	ŧxój	1
㥓	kx	i	0	kxì	2
㥔	j	ug	3	juk	0
㥕	l	in	0	lìn	0
㥖	ṭx	ug	0	ṭxùg	0
㥗	m	rn	1	mắn	0
㥘	k	im	3	kip	0
㥙	ṭ	ug	0	ṭùg	0
㥚		y	0	ỳ	2
㥛	c	ig	3	cik	1
㥜	v	i	2	vi	1
㥝	m	i	1	mí	1
㥞	ṣ	ơj	2	ṣơj	0
㥟	h	aj	0	hàj	1
㥠	s	y	0	sỳ	2
㥡	ṭx	ej	2	ṭxej	0
㥢	đ	rv	0	đằv	1
㥣	v	ej	2	vej	0
㥤	k	ig	0	kìg	0
㥥		y	0	ỳ	0
㥦	x	im	3	xip	1
㥦	h	im	3	hip	1
㥧	ẓ	on	2	ẓon	0
㥨	ẓ	uj	2	ẓuj	1
㥩	t	o	1	tó	0
㥫	t	on	0	tòn	0
㥬	b	og	0	bòg	0
㥭	tx	aj	2	txaj	0
㥮	ṭ	rv	2	ṭӑv	0
㥮	ṭx	rv	0	ṭxằv	0
㥯	qj	rn	1	qjắn	2
㥰	ṣ	u	0	ṣù	0
㥱	f	ej	1	féj	0
㥲	ṭx	rn	0	ṭxằn	0
㥳		yn	0	ỳn	0
㥴		i	0	ì	2
㥵	v	rn	2	vӑn	0
㥶	s	rg	3	sӑk	1
㥷	q	rj	2	qӑj	1
㥸	m	rn	1	mắn	0
㥹	f	rn	1	fắn	0
㥺	h	rm	3	hӑp	0
㥻	ṭx	ig	3	ṭxik	0
㥼	qj	rn	2	qjӑn	0
㥽	ṭx	ag	3	ṭxak	1
㥾	n	ig	3	nik	2
㥿	g	u	2	gu	0
㦀	w	ug	0	wùg	0
㦁	l	in	0	lìn	1
㦂	ẓ	ơg	0	ẓờg	0
㦃	ṭx	an	1	ṭxán	3
㦄	m	a	0	mà	1
㦅	d	in	3	dit	1
㦆	f	u	0	fù	0
㦇	l	ug	3	luk	0
㦈	q	oj	2	qoj	0
㦉	q	ej	2	qej	0
㦊	v	a	0	và	0
㦋	ṭ	a	0	ṭà	0
㦌	xv	rn	3	xvӑt	1
㦍	g	og	3	gok	0
㦎	v	ag	3	vak	1
㦏	ṣ	on	1	ṣón	0
㦐	n	ej	2	nej	0
㦑	x	am	2	xam	0
㦒	ql	rj	1	qlắj	1
㦓	h	in	2	hin	1
㦔	q	im	0	qìm	0
㦕	l	ug	0	lùg	0
㦖	m	un	2	mun	0
㦗	k	rm	0	kằm	1
㦘	k	ig	3	kik	0
㦙		y	0	ỳ	0
㦚	p	in	1	pín	1
㦛		y	0	ỳ	2
㦜	hv	og	3	hvok	1
㦝	m	og	3	mok	1
㦞	ḍ	rv	0	ḍằv	0
㦟	m	aj	0	màj	1
㦠	d	ơj	2	dơj	0
㦡	l	og	3	lok	0
㦢	ṭ	in	3	ṭit	0
㦣	gv	ej	2	gvej	3
㦤	q	ej	2	qej	0
㦥	x	yn	0	xỳn	0
㦦	x	ig	3	xik	1
㦧	ṭx	am	1	ṭxám	0
㦨	l	an	1	lán	0
㦩	qj	rn	1	qjắn	0
㦪	ṣ	im	3	ṣip	0
㦫	ṭ	an	3	ṭat	0
㦬	l	o	1	ló	1
㦭	l	in	0	lìn	0
㦮	ṭ	in	0	ṭìn	0
㦯	v	ag	3	vak	0
㦰	ṭ	im	0	ṭìm	0
㦱	g	o	1	gó	0
㦲	ṭ	oj	0	ṭòj	0
㦳	g	o	1	gó	0
㦴	k	ag	3	kak	1
㦵	ṭ	y	0	ṭỳ	1
㦶	d	in	3	dit	0
㦷	j	ug	1	júg	0
㦸	k	ig	3	kik	0
㦹	j	og	0	jòg	0
㦺	ṇ	ug	3	ṇuk	1
㦻	ḍ	am	3	ḍap	0
㦼	ṣ	ơg	2	ṣơg	1
㦽	qj	ug	3	qjuk	0
㦾		ej	0	èj	0
㦿	x	am	1	xám	1
㧀	c	rm	3	cӑp	1
㧁	x	y	2	xy	4
㧂	d	in	0	dìn	0
㧃	ṣ	rv	0	ṣằv	0
㧄	x	rm	1	xắm	1
㧅	m	ug	3	muk	0
㧆	k	rn	2	kӑn	1
㧇	m	u	2	mu	0
㧈	j	rn	1	jắn	0
㧉	k	oj	2	koj	1
㧊	px	un	3	pxut	1
㧋	x	yn	1	xýn	0
㧌	m	u	0	mù	0
㧍	f	og	1	fóg	0
㧎	g	a	0	gà	0
㧒	v	rn	3	vӑt	1
㧓	kv	a	0	kvà	1
㧔	kv	aj	2	kvaj	1
㧕	l	rv	1	lắv	0
㧖	q	rg	3	qӑk	1
㧖	q	ag	3	qak	1
㧗	ŧ	i	1	ŧí	3
㧘	đ	i	2	đi	3
㧙	px	in	3	pxit	0
㧚	g	a	1	gá	0
㧜	l	am	3	lap	0
㧝	kx	e	1	kxé	0
㧞	b	rn	3	bӑt	0
㧠	m	ej	0	mèj	0
㧡	h	oj	2	hoj	1
㧢	qj	rn	0	qjằn	1
㧣	ṭ	y	0	ṭỳ	0
㧤	ṭx	ug	2	ṭxug	0
㧥	ṣ	in	1	ṣín	0
㧦	x	yn	2	xyn	1
㧧	ṣ	o	0	ṣò	0
㧨	c	rv	0	cằv	0
㧩	b	uj	2	buj	0
㧪	kv	ej	1	kvéj	0
㧫		ej	0	èj	0
㧬	k	ug	1	kúg	1
㧬	qg	ug	1	qgúg	1
㧭	c	ug	0	cùg	0
㧮	f	rn	3	fӑt	0
㧯	l	u	1	lú	0
㧱	n	a	0	nà	0
㧲	s	om	1	sóm	1
㧳	ḍ	uj	2	ḍuj	1
㧴	g	o	1	gó	1
㧵	b	rv	0	bằv	0
㧶	x	rg	0	xằg	1
㧷	tx	rn	2	txӑn	0
㧸	px	ag	0	pxàg	0
㧹	tx	ig	3	txik	1
㧺	tx	am	3	txap	1
㧻	t	ug	3	tuk	1
㧼	p	iv	1	pív	0
㧽	k	u	2	ku	0
㧾	xv	rn	3	xvӑt	1
㧿	ṭx	ug	0	ṭxùg	0
㨀	p	ig	1	píg	0
㨁	ḍ	i	2	ḍi	2
㨂	t	ug	1	túg	0
㨃	t	ơj	1	tớj	0
㨄	ṭ	rv	0	ṭằv	0
㨅	n	uj	2	nuj	1
㨆	l	rm	1	lắm	0
㨆	l	rm	2	lӑm	0
㨇	b	o	0	bò	0
㨈	ṭ	rj	0	ṭằj	0
㨉	m	rn	0	mằn	1
㨊	v	i	1	ví	1
㨋	ṭx	e	1	ṭxé	1
㨌	k	rv	2	kӑv	0
㨍	p	og	0	pòg	1
㨎	ṇ	y	1	ṇý	1
㨏	tx	an	0	txàn	1
㨐	p	rv	1	pắv	1
㨑	ṭ	ug	0	ṭùg	0
㨒	xv	uj	0	xvùj	1
㨓	l	u	0	lù	0
㨔	h	rm	2	hӑm	0
㨕		ig	0	ìg	0
㨖	ṭ	i	2	ṭi	4
